Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,18/03/17 09:00:00,95.5933,0.8463,0.3061,1.1524,3.0391,219.4989,0.0003,38.3573,50.2915,0.0156,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,19/03/17 09:00:00,95.3365,0.8984,0.2874,1.1858,3.2426,219.6903,0.0002,38.4151,50.2969,0.0168,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,20/03/17 09:00:00,95.5863,0.8902,0.2544,1.1446,3.0268,221.0055,0.0002,38.3764,50.2954,0.0130,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,21/03/17 09:00:00,95.8086,0.8470,0.2514,1.0984,2.8728,218.5045,0.0002,38.3319,50.3015,0.0165,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,15/03/17 09:00:00,86.3085,0.0463,9.0765,9.1228,4.2612,244.4621,0.0000,35.7360,45.4990,0.0000,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,16/03/17 09:00:00,85.8781,0.0404,9.1683,9.2087,4.5652,246.5898,0.0000,35.8155,45.5177,0.0000,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,17/03/17 09:00:00,85.9201,0.0458,9.1700,9.2158,4.5120,249.1461,0.0000,35.8018,45.5050,0.0000,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,18/03/17 09:00:00,85.7748,0.0420,9.0191,9.0611,4.5884,250.5773,0.0000,36.0330,45.7133,0.0000,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,19/03/17 09:00:00,86.0358,0.0258,9.3831,9.4089,4.2236,248.7408,0.0000,35.6348,45.3264,0.0000,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,20/03/17 09:00:00,85.9341,0.0205,9.5775,9.5980,4.1392,249.8569,0.0000,35.5392,45.1924,0.0000,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,21/03/17 09:00:00,85.8292,0.0077,9.7095,9.7172,4.1317,249.0724,0.0000,35.4864,45.1147,0.0000,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,15/03/17 09:00:00,86.3085,0.0463,9.0765,9.1228,4.2612,244.4621,0.0000,35.7360,45.4990,0.0000,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,16/03/17 09:00:00,85.8781,0.0404,9.1683,9.2087,4.5652,246.5898,0.0000,35.8155,45.5177,0.0000,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,17/03/17 09:00:00,85.9201,0.0458,9.1700,9.2158,4.5120,249.1461,0.0000,35.8018,45.5050,0.0000,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,18/03/17 09:00:00,85.7748,0.0420,9.0191,9.0611,4.5884,250.5773,0.0000,36.0330,45.7134,0.0000,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,19/03/17 09:00:00,86.0358,0.0258,9.3831,9.4089,4.2236,248.7408,0.0000,35.6348,45.3264,0.0000,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,20/03/17 09:00:00,85.9341,0.0205,9.5775,9.5980,4.1392,249.8569,0.0000,35.5392,45.1924,0.0000,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,21/03/17 09:00:00,85.8292,0.0077,9.7095,9.7172,4.1317,249.0724,0.0000,35.4864,45.1147,0.0000,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,15/03/17 05:00:00,89.8270,0.0040,6.4370,6.4410,3.5270,,0.0000,36.4474,47.0304,0.0000,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,16/03/17 05:00:00,90.4900,0.0040,6.1430,6.1470,3.1520,,0.0000,36.4556,47.1582,0.0000,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,17/03/17 05:00:00,90.3150,0.0380,5.9130,5.9510,3.5290,,0.0000,36.6330,47.3417,0.0000,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,18/03/17 05:00:00,89.6269,0.0060,7.0151,7.0211,3.1430,,0.0000,36.1219,46.5883,0.0000,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,19/03/17 05:00:00,90.2450,0.0100,5.9350,5.9450,3.6000,,0.0000,36.6582,47.3658,0.0000,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,20/03/17 05:00:00,90.4900,0.0040,6.1430,6.1470,3.1520,,0.0000,36.4556,47.1582,0.0000,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,21/03/17 05:00:00,89.6360,0.0000,6.5900,6.5900,3.5530,,0.0000,36.4076,46.9448,0.0000,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,15/03/17 09:00:00,93.0237,0.0543,5.8017,5.8560,1.1123,,0.0000,35.8729,46.9113,0.0000,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,16/03/17 09:00:00,91.2513,0.0607,5.9993,6.0600,2.6303,,0.0000,36.2542,47.0585,0.0000,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,17/03/17 09:00:00,91.8120,0.0473,5.9547,6.0020,2.1210,,0.0000,36.1386,47.0148,0.0000,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,18/03/17 09:00:00,92.6657,0.0600,5.8797,5.9397,1.3790,,0.0000,35.9211,46.9043,0.0000,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,19/03/17 09:00:00,93.1353,0.0473,5.8493,5.8967,0.9650,,0.0000,35.8129,46.8586,0.0000,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,20/03/17 09:00:00,92.7993,0.0500,6.0460,6.0960,1.0917,,0.0000,35.7792,46.7524,0.0000,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,21/03/17 09:00:00,92.9927,0.0410,6.0777,6.1187,0.8827,,0.0000,35.7075,46.7003,0.0000,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,15/03/17 09:00:00,92.9143,0.0087,5.9443,5.9530,1.1177,,0.0000,35.8417,46.8610,0.0000,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,16/03/17 09:00:00,91.4293,0.0347,6.3993,6.4340,1.8363,,0.0000,36.0253,46.7658,0.0000,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,17/03/17 09:00:00,92.7957,0.0393,5.8917,5.9310,1.2533,,0.0000,35.8913,46.8941,0.0000,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,18/03/17 09:00:00,90.5130,0.0650,5.7043,5.7693,3.4917,,0.0000,36.7151,47.4624,0.0000,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,19/03/17 09:00:00,92.4770,0.0473,6.3477,6.3950,1.1120,,0.0000,35.6738,46.5611,0.0000,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,20/03/17 09:00:00,92.8393,0.0587,6.0723,6.1310,0.9430,,0.0000,35.7723,46.7314,0.0000,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,21/03/17 09:00:00,92.8650,0.0410,5.9397,5.9807,1.1303,,0.0000,35.8410,46.8416,0.0000,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,15/03/17 09:00:00,95.5012,1.6043,0.1111,1.7153,2.3320,278.3684,,38.1386,49.7311,,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,16/03/17 09:00:00,95.4917,1.6047,0.1125,1.7172,2.3283,280.1232,,38.1488,49.7361,,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,17/03/17 09:00:00,95.4984,1.6030,0.1130,1.7160,2.3235,279.6151,,38.1462,49.7355,,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,18/03/17 09:00:00,95.5010,1.6174,0.1110,1.7285,2.3083,280.5199,,38.1396,49.7226,,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,19/03/17 09:00:00,95.3536,1.6430,0.1054,1.7484,2.3581,280.0148,,38.1934,49.7388,,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,20/03/17 09:00:00,95.5409,1.7276,0.1029,1.8305,2.1352,279.4334,,38.0703,49.6108,,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,21/03/17 09:00:00,95.6835,1.6922,0.1067,1.7989,2.0383,278.5870,,38.0427,49.6172,,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",15/03/17 09:00:00,95.3579,0.9293,0.2138,1.1432,3.3921,257.4452,26.5477,38.3892,50.2967,1.3525,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",16/03/17 09:00:00,95.2102,0.9427,0.2371,1.1798,3.5052,256.6958,29.1599,38.4055,50.2861,1.4380,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",17/03/17 09:00:00,95.1089,0.9430,0.2489,1.1920,3.5938,252.4181,28.8729,38.4244,50.2914,1.0132,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",18/03/17 09:00:00,95.3339,0.9318,0.2539,1.1857,3.3547,254.8388,28.0724,38.3739,50.2678,0.9895,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",19/03/17 09:00:00,95.5947,0.8881,0.2409,1.1289,3.1301,259.3705,29.5535,38.3475,50.2889,1.0240,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",20/03/17 09:00:00,95.4542,0.9179,0.2214,1.1392,3.2900,257.0157,33.7939,38.3674,50.2887,1.3782,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",21/03/17 09:00:00,95.1732,0.9570,0.2182,1.1752,3.5545,249.0206,27.6349,38.4132,50.2893,1.7625,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,15/03/17 09:00:00,96.1374,0.9155,0.4213,1.3368,2.2764,277.0004,0.0000,38.1359,50.0703,0.0000,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,16/03/17 09:00:00,96.2461,0.9241,0.3758,1.2999,2.2088,278.0270,0.0000,38.1312,50.0767,0.0000,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,17/03/17 09:00:00,96.3923,0.8627,0.3835,1.2462,2.1272,277.2517,0.0000,38.1193,50.1091,0.0000,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,18/03/17 09:00:00,96.3832,0.8040,0.4137,1.2176,2.1767,275.1841,0.0000,38.1297,50.1425,0.0000,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,19/03/17 09:00:00,96.1314,0.9447,0.3756,1.3203,2.3053,277.6140,0.0000,38.1490,50.0727,0.0000,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,20/03/17 09:00:00,96.1510,0.9500,0.3759,1.3259,2.2392,279.2830,0.0000,38.1597,50.0748,0.0000,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,21/03/17 09:00:00,96.3197,0.8938,0.3316,1.2254,2.2156,275.9927,0.0000,38.1517,50.1299,0.0000,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,15/03/17 09:00:00,95.6634,1.2506,0.1480,1.3986,2.6550,252.2032,10.6850,38.2130,50.0015,0.0030,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,16/03/17 09:00:00,95.5699,1.1976,0.1770,1.3746,2.8019,251.5393,12.7174,38.2423,50.0420,0.0063,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,17/03/17 09:00:00,95.5054,1.1979,0.1846,1.3825,2.8594,251.4320,12.3050,38.2586,50.0510,0.0065,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,18/03/17 09:00:00,95.6380,1.1861,0.1935,1.3795,2.7323,250.2077,10.1606,38.2169,50.0282,0.0067,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,19/03/17 09:00:00,95.7025,1.1686,0.1857,1.3542,2.6402,252.5091,11.9220,38.2358,50.0541,0.0064,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,20/03/17 09:00:00,95.6992,1.1929,0.1708,1.3636,2.6836,249.0610,12.9348,38.2097,50.0294,0.0099,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,21/03/17 09:00:00,95.5777,1.2061,0.1694,1.3755,2.8054,248.4370,13.6775,38.2307,50.0330,0.0136,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,15/03/17 09:00:00,96.8158,0.6788,0.2525,0.9313,2.0635,242.6730,24.2500,38.1439,50.3135,0.0000,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,16/03/17 09:00:00,96.7642,0.7016,0.2874,0.9890,2.0528,243.7291,24.2425,38.1230,50.2693,0.0000,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,17/03/17 09:00:00,96.6802,0.6560,0.3238,0.9798,2.1401,243.1628,24.7882,38.1536,50.3021,0.0000,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,18/03/17 09:00:00,96.5749,0.7306,0.3221,1.0527,2.1661,243.1911,25.3214,38.1382,50.2415,0.0000,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,19/03/17 09:00:00,96.5881,0.7072,0.3049,1.0121,2.1977,243.2916,24.8280,38.1588,50.2778,0.0000,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,20/03/17 09:00:00,96.6350,0.7268,0.2623,0.9891,2.1633,244.7008,24.3140,38.1665,50.2880,0.0000,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,21/03/17 09:00:00,96.8155,0.6937,0.2416,0.9353,2.0644,242.2433,22.6193,38.1383,50.3049,0.0000,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,15/03/17 09:00:00,96.6799,0.7270,0.2473,0.9743,2.1518,252.7674,0.0000,38.1572,50.2896,0.0000,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,16/03/17 09:00:00,96.5109,0.7198,0.2953,1.0151,2.2733,253.1416,0.0000,38.1804,50.2857,0.0000,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,17/03/17 09:00:00,96.3921,0.7245,0.3241,1.0486,2.3493,252.0172,0.0000,38.1940,50.2768,0.0000,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,18/03/17 09:00:00,96.3700,0.7646,0.3106,1.0752,2.3485,251.4473,0.0000,38.1817,50.2479,0.0000,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,19/03/17 09:00:00,96.3431,0.7743,0.2671,1.0414,2.3926,253.2872,0.0000,38.2193,50.2825,0.0000,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,20/03/17 09:00:00,96.5932,0.7333,0.2488,0.9820,2.2388,250.5974,0.0000,38.1711,50.2925,0.0000,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,21/03/17 09:00:00,96.5242,0.7168,0.2726,0.9893,2.2877,251.1272,0.0000,38.1910,50.3044,0.0000,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,15/03/17 09:00:00,95.2772,0.9412,0.2168,1.1580,3.4642,247.8313,35.9341,38.3927,50.2893,0.0000,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,16/03/17 09:00:00,95.1331,0.9538,0.2430,1.1968,3.5709,247.2167,39.1064,38.4071,50.2767,0.0000,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,17/03/17 09:00:00,95.0275,0.9538,0.2539,1.2077,3.6641,245.2241,39.0227,38.4298,50.2848,0.0000,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,18/03/17 09:00:00,95.2362,0.9461,0.2604,1.2066,3.4387,246.7119,43.0934,38.3777,50.2572,0.0000,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,19/03/17 09:00:00,95.5384,0.8958,0.2468,1.1426,3.1802,249.8812,39.4104,38.3421,50.2779,0.0000,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,20/03/17 09:00:00,95.3775,0.9295,0.2258,1.1553,3.3564,247.8954,37.4948,38.3689,50.2796,0.0000,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,21/03/17 09:00:00,95.0944,0.9670,0.2208,1.1879,3.6257,242.8937,37.5196,38.4205,50.2854,0.0000,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,15/03/17 09:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4088,0.0000,0.0000,1.5727,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,16/03/17 09:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6363,0.0000,0.0000,1.6192,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,17/03/17 09:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5764,0.0000,0.0000,1.6889,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,18/03/17 09:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6755,0.0000,0.0000,1.7008,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,19/03/17 09:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6773,0.0000,0.0000,2.0271,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,20/03/17 09:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6846,0.0000,0.0000,1.8931,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,21/03/17 09:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8109,0.0000,0.0000,2.0703,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,15/03/17 05:00:00,99.0809,0.1817,0.3908,0.5724,0.3352,239.9409,0.1079,37.6597,50.3288,0.1529,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,16/03/17 05:00:00,99.0809,0.1817,0.3908,0.5724,0.3352,239.9409,0.1081,37.6597,50.3288,0.1529,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,17/03/17 05:00:00,99.0809,0.1817,0.3908,0.5724,0.3352,239.9409,0.1024,37.6597,50.3288,0.1530,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,18/03/17 05:00:00,99.0809,0.1817,0.3908,0.5724,0.3352,239.9409,0.1008,37.6597,50.3288,0.1530,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,19/03/17 05:00:00,99.0809,0.1817,0.3908,0.5724,0.3352,239.9409,0.0996,37.6597,50.3288,0.1530,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,20/03/17 05:00:00,99.0809,0.1817,0.3908,0.5724,0.3352,239.9409,0.0995,37.6597,50.3288,0.1529,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,21/03/17 05:00:00,99.0809,0.1817,0.3908,0.5724,0.3352,239.9409,0.1021,37.6597,50.3288,0.1530,
S-PRBGN210-TR04,CRE CPG Poza Rica,Pto. de Calidad Tuxpan II T.R.,15/03/17 09:00:00,95.6324,0.8184,0.3293,1.1477,3.0032,273.1500,,38.3500,50.2981,,
S-PRBGN210-TR04,CRE CPG Poza Rica,Pto. de Calidad Tuxpan II T.R.,16/03/17 09:00:00,95.7210,0.8225,0.2956,1.1181,2.9533,273.1500,,38.3413,50.3057,,
S-PRBGN210-TR04,CRE CPG Poza Rica,Pto. de Calidad Tuxpan II T.R.,17/03/17 09:00:00,95.7320,0.8401,0.3022,1.1423,2.9158,273.1500,,38.3238,50.2804,,
S-PRBGN210-TR04,CRE CPG Poza Rica,Pto. de Calidad Tuxpan II T.R.,18/03/17 09:00:00,95.6027,0.8008,0.3358,1.1366,3.0289,273.1500,,38.3717,50.3197,,
S-PRBGN210-TR04,CRE CPG Poza Rica,Pto. de Calidad Tuxpan II T.R.,19/03/17 09:00:00,95.3076,0.8166,0.3609,1.1775,3.2590,273.1500,,38.4336,50.3327,,
S-PRBGN210-TR04,CRE CPG Poza Rica,Pto. de Calidad Tuxpan II T.R.,20/03/17 09:00:00,95.2382,0.8674,0.3186,1.1860,3.2941,273.1500,,38.4585,50.3307,,
S-PRBGN210-TR04,CRE CPG Poza Rica,Pto. de Calidad Tuxpan II T.R.,21/03/17 09:00:00,95.5133,0.8767,0.2937,1.1704,3.0636,273.1500,,38.3827,50.2923,,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,15/03/17 09:00:00,95.1300,0.9859,0.1528,1.1387,3.5563,270.3349,18.6232,38.4943,50.3450,0.1521,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,16/03/17 09:00:00,95.2547,0.9938,0.1575,1.1513,3.4289,269.6042,18.9845,38.4461,50.3097,0.0000,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,17/03/17 09:00:00,95.2193,1.0175,0.1449,1.1624,3.4281,270.8483,19.7582,38.4614,50.3076,0.0000,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,18/03/17 09:00:00,95.0875,1.1071,0.1362,1.2433,3.3944,273.8822,22.1043,38.4877,50.2640,0.0000,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,19/03/17 09:00:00,94.4224,1.0773,0.1354,1.2126,3.7731,280.5405,30.2330,38.8177,50.4725,0.0000,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,20/03/17 09:00:00,95.2518,1.0432,0.1449,1.1881,3.2847,269.1581,21.9060,38.4623,50.2900,0.0000,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,21/03/17 09:00:00,95.4247,1.0088,0.1488,1.1576,3.1099,266.7039,21.5769,38.4416,50.3000,0.0000,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,15/03/17 09:00:00,97.3202,0.6323,0.1297,0.7620,1.8226,235.9083,1.8092,38.0701,50.3585,0.0247,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,16/03/17 09:00:00,97.3202,0.6323,0.1297,0.7620,1.8226,235.9083,1.8092,38.0706,50.3591,0.0160,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,17/03/17 09:00:00,97.3202,0.6323,0.1297,0.7620,1.8226,235.9083,1.8092,38.0706,50.3591,0.0047,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,18/03/17 09:00:00,97.3202,0.6323,0.1297,0.7620,1.8226,235.9083,1.8092,38.0706,50.3591,0.0094,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,19/03/17 09:00:00,97.3202,0.6323,0.1297,0.7620,1.8226,235.9083,1.8092,38.0706,50.3591,0.0200,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,20/03/17 09:00:00,97.3202,0.6323,0.1297,0.7620,1.8226,235.9083,1.8092,38.0706,50.3591,0.0143,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,21/03/17 09:00:00,97.3202,0.6323,0.1297,0.7620,1.8226,235.9083,1.8092,38.0706,50.3591,0.0155,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,15/03/17 09:00:00,97.6104,0.5421,0.1694,0.7115,1.5704,241.7426,1.1843,38.0276,50.3801,0.0062,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,16/03/17 09:00:00,97.5122,0.5532,0.1694,0.7226,1.5926,244.7063,1.1814,38.0785,50.4008,0.0127,
