Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,Azufre Total
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,1/5/2017 5:00,98.8445,0.1121,0.1762,0.2883,0.496,269.5359,0.2079,38.095,50.7184,2.6352,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,2/5/2017 5:00,98.8445,0.1121,0.1762,0.2883,0.496,269.5359,0.2001,38.095,50.7184,2.9215,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,3/5/2017 5:00,98.5987,0.1258,0.2644,0.3902,0.5973,273.2503,0.2043,37.9276,50.7467,3.2751,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,4/5/2017 5:00,98.5355,0.1231,0.2754,0.3985,0.6456,264.3084,0.177,38.1381,50.3032,2.8461,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,5/5/2017 5:00,98.5392,0.1224,0.2721,0.3945,0.6465,263.7313,0.183,38.1392,50.6883,2.6941,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,6/5/2017 5:00,98.5451,0.1223,0.2711,0.3934,0.6442,262.682,0.1942,38.1363,50.6866,2.5338,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,7/5/2017 5:00,98.5417,0.1227,0.2733,0.396,0.6443,265.4997,0.1879,38.1381,50.6918,2.7071,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,8/5/2017 5:00,98.5314,0.1227,0.2741,0.3968,0.6491,266.9263,0.1839,38.1438,50.6966,2.9287,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,9/5/2017 5:00,98.5432,0.1223,0.2749,0.3972,0.6399,268.4447,0.1843,38.14,50.6867,3.0584,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,10/5/2017 5:00,98.5315,0.1224,0.2743,0.3967,0.6468,268.3398,0.1902,38.1461,50.6977,3.125,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 5:00,98.5328,0.1225,0.2735,0.3959,0.6472,267.5569,0.2086,38.1452,50.692,3.0137,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 5:00,98.5573,0.1217,0.2748,0.3966,0.6308,269.9881,0.2355,38.136,50.6808,3.2073,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 05:00:00,98.548,0.122,0.2738,0.3958,0.6378,268.7233,0.243,38.1398,50.6928,3.0237,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 05:00:00,98.5336,0.1224,0.2733,0.3957,0.6465,266.2548,0.2557,38.1435,50.6951,2.8776,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,1/5/2017 5:00,98.6816,0.2008,0.2489,0.4497,0.8688,160.3823,12.5771,37.8507,50.4898,2.1051,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,2/5/2017 5:00,98.6816,0.2008,0.2489,0.4497,0.8688,160.3823,13.9794,37.8507,50.4898,2.1402,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,3/5/2017 5:00,98.6816,0.2008,0.2489,0.4497,0.8688,160.3823,18.4573,37.8507,50.4898,2.0644,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,4/5/2017 5:00,98.5225,0.2098,0.2455,0.4553,0.8574,205.5595,11.19,37.9747,50.5539,2.0311,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,5/5/2017 5:00,98.3869,0.2181,0.246,0.4641,0.8703,221.4481,9.8565,38.0636,50.597,1.7502,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,6/5/2017 5:00,98.3746,0.2279,0.2447,0.4726,0.8729,225.9282,10.6176,38.062,50.5897,1.6893,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,7/5/2017 5:00,98.3848,0.2197,0.2456,0.4653,0.8692,226.6359,10.5672,38.0647,50.5967,1.8001,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,8/5/2017 5:00,98.3942,0.2087,0.2469,0.4556,0.8694,227.7617,11.6036,38.0686,50.6062,1.7571,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,9/5/2017 5:00,98.413,0.2068,0.2458,0.4525,0.8607,229.0297,12.2394,38.0614,50.6041,1.7923,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,10/5/2017 5:00,98.4076,0.2183,0.2445,0.4628,0.8558,226.7944,13.1691,38.0558,50.5933,2.1291,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,11/5/2017 5:00,98.3921,0.221,0.2451,0.4661,0.8636,221.8634,12.507,38.0605,50.5936,2.3691,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,12/5/2017 5:00,98.4113,0.22,0.244,0.4639,0.849,225.6167,15.1551,38.0559,50.5923,2.3749,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,13/05/17 05:00:00,98.4158,0.209,0.2453,0.4542,0.8554,226.6931,14.5468,38.06,50.602,2.331,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,14/05/17 05:00:00,98.4297,0.1993,0.2461,0.4455,0.8522,227.4998,13.9305,38.0606,50.6089,2.1258,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,1/5/2017 9:00,91.2163,0.0004,0.4088,0.4092,8.2553,212.4347,0.8731,40.0492,51.7908,0.1835,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,2/5/2017 9:00,91.8121,0,0.359,0.359,7.6925,210.4724,0.2635,39.9184,51.7413,0.1785,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,3/5/2017 9:00,92.1204,0.0001,0.3139,0.314,7.4149,215.5037,0.9323,39.8679,51.7339,0.193,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,4/5/2017 9:00,96.0409,0.628,0.2173,0.8453,2.8282,255.4605,30.1277,38.495,50.5643,0.1896,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,5/5/2017 9:00,92.976,0.0065,0.2668,0.2732,6.5717,214.01,0.3759,39.6612,51.6357,0.1879,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,6/5/2017 9:00,93.9094,0,0.1852,0.1852,5.6906,217.5128,0.2482,39.4681,51.5702,0.1796,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,7/5/2017 9:00,92.7918,0,0.2846,0.2846,6.7523,212.1313,0.8508,39.7023,51.6555,0.1846,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,8/5/2017 9:00,94.7452,0.4158,0.2433,0.659,4.3686,234.8813,18.2261,38.9403,50.9551,0.1647,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,9/5/2017 9:00,94.5638,0.1021,0.1276,0.2298,4.9767,225.2125,0.3962,39.2634,51.4119,0.022,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,10/5/2017 9:00,94.6567,0.0185,0.0893,0.1078,5.0067,219.4172,0.4537,39.3157,51.5203,0.0219,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,11/5/2017 9:00,95.2805,0.0068,0.0678,0.0746,4.4091,220.2735,1.0809,39.161,51.4559,0.1534,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,12/5/2017 9:00,95.5018,0,0.067,0.067,4.1961,212.3584,0.7841,39.0966,51.4167,0.129,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,13/05/17 09:00:00,95.4267,0,0.0635,0.0635,4.2739,209.1797,0.4198,39.1184,51.4317,0.1064,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,14/05/17 09:00:00,95.4225,0,0.059,0.059,4.2819,209.695,0.253,39.1231,51.4377,0.1072,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,1/5/2017 9:00,91.1736,0.1028,1.7815,1.8843,6.5333,209.9338,5.2606,39.1696,50.6024,0.4145,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,2/5/2017 9:00,90.8335,0.1091,1.9076,2.0167,6.7203,210.6053,4.9069,39.1854,50.5507,0.416,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,3/5/2017 9:00,91.2522,0.1037,1.742,1.8457,6.4977,209.8285,4.4506,39.1717,50.6206,0.4673,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,4/5/2017 9:00,91.0629,0.1232,1.8551,1.9783,6.5267,210.1745,5.8686,39.1459,50.5419,0.343,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,5/5/2017 9:00,90.7403,0.1078,2.0336,2.1414,6.6462,211.0579,4.9907,39.1435,50.4714,0.3612,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,6/5/2017 9:00,90.6483,0.1052,1.9953,2.1006,6.8061,211.0341,6.0722,39.1874,50.5154,0.3342,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,7/5/2017 9:00,90.8271,0.0882,1.8557,1.9439,6.803,210.7329,7.3974,39.2339,50.6158,0.29,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,8/5/2017 9:00,90.8584,0.1105,1.8639,1.9744,6.7019,211.0293,7.1634,39.218,50.5878,0.2422,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,9/5/2017 9:00,91.134,0.1236,1.7334,1.857,6.5379,210.6966,5.43,39.2187,50.6375,0.2654,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,10/5/2017 9:00,90.9454,0.1247,1.8982,2.0229,6.5644,210.7863,5.3049,39.1619,50.5307,0.2811,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,11/5/2017 9:00,90.7124,0.1086,1.9709,2.0795,6.7293,211.444,5.084,39.1949,50.5281,0.3513,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,12/5/2017 9:00,90.3981,0.0952,1.9594,2.0546,7.0024,212.7146,5.439,39.3211,50.6142,0.4403,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,13/05/17 09:00:00,90.4546,0.1098,1.9291,2.0389,6.9847,212.3844,4.1215,39.3081,50.6105,0.3635,
S-HEBGN252-TR04,CRE 65 Naco-Hermosillo,Pto. de Calidad PR Fenosa T.R.,14/05/17 09:00:00,90.5203,0.1138,1.9188,2.0327,6.9594,211.8263,3.2043,39.2818,50.5974,0.3428,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,1/5/2017 9:00,95.6222,0.7571,0.3009,1.058,3.0366,257.1932,27.3104,38.4466,50.4087,0.4496,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,2/5/2017 9:00,95.5689,0.7729,0.3067,1.0796,3.0471,258.2854,27.2944,38.4559,50.4002,0.4468,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,3/5/2017 9:00,95.9193,0.7498,0.3149,1.0647,2.7015,260.2785,29.0133,38.3727,50.3649,0.4468,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,4/5/2017 9:00,95.6887,0.7583,0.3347,1.093,2.9052,256.4606,25.4794,38.4107,50.3718,0.4482,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,5/5/2017 9:00,95.6217,0.7708,0.3196,1.0904,2.9556,255.355,27.0413,38.4367,50.3847,0.45,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,6/5/2017 9:00,95.7016,0.7647,0.32,1.0848,2.9032,257.6444,28.2578,38.4115,50.3744,0.4492,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,7/5/2017 9:00,95.7901,0.7679,0.283,1.0509,2.8575,257.6901,27.1053,38.4097,50.3882,0.4481,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,8/5/2017 9:00,95.7138,0.777,0.284,1.0609,2.9055,259.8998,26.5273,38.435,50.3957,0.446,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,9/5/2017 9:00,95.6661,0.7824,0.304,1.0864,2.9305,256.0331,28.0073,38.4221,50.3755,0.4469,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,10/5/2017 9:00,95.6518,0.7745,0.3001,1.0746,2.9646,257.7128,27.5715,38.4314,50.3881,0.4464,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,11/5/2017 9:00,95.8052,0.743,0.3082,1.0512,2.863,261.601,29.0927,38.4007,50.3889,0.4469,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,12/5/2017 9:00,95.9293,0.747,0.309,1.0559,2.7572,255.9645,29.8602,38.3414,50.3522,0.4455,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,13/05/17 09:00:00,95.9975,0.7395,0.3042,1.0437,2.7044,255.0994,31.256,38.3283,50.3521,0.4471,
S-MABGN040-TR06,CRE 13 Madero II,Pto. de Calidad El Blanco T.R.,14/05/17 09:00:00,95.9952,0.7371,0.3067,1.0438,2.7136,260.5518,30.7032,38.3387,50.3585,0.4468,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,1/5/2017 9:00,95.5793,0.7644,0.3041,1.0685,3.0786,246.8732,4.5104,38.4369,50.3968,0.6186,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,2/5/2017 9:00,95.547,0.7785,0.3089,1.0874,3.0693,248.6772,3.7356,38.4438,50.3885,0.6207,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,3/5/2017 9:00,95.8905,0.7562,0.3211,1.0773,2.73,249.1566,3.3705,38.3546,50.3474,0.5653,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,4/5/2017 9:00,95.642,0.7643,0.3368,1.1011,2.9484,249.0331,3.5187,38.4117,50.3673,0.5293,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,5/5/2017 9:00,95.5733,0.7884,0.3285,1.1168,2.9808,250.0575,3.5842,38.4289,50.364,0.6568,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,6/5/2017 9:00,95.6723,0.7708,0.3201,1.0909,2.9342,249.5294,4.1994,38.408,50.3683,0.406,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,7/5/2017 9:00,95.7421,0.7778,0.2864,1.0642,2.9018,249.0826,3.887,38.402,50.3755,0.6015,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,8/5/2017 9:00,95.6905,0.7806,0.2879,1.0685,2.9336,249.0916,3.5434,38.42,50.383,0.6697,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,9/5/2017 9:00,95.617,0.7938,0.3076,1.1013,2.9688,250.562,3.6366,38.4227,50.3663,0.7074,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,10/5/2017 9:00,95.6091,0.7768,0.3011,1.0779,3.012,248.5257,3.6532,38.4319,50.3865,0.6805,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,11/5/2017 9:00,95.7896,0.7467,0.3132,1.0598,2.886,247.4618,3.7337,38.3749,50.3697,0.6136,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,12/5/2017 9:00,95.8811,0.7567,0.3116,1.0683,2.8004,247.2267,3.7783,38.3384,50.3425,0.5483,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,13/05/17 09:00:00,95.9678,0.7444,0.308,1.0524,2.7292,247.7874,4.1343,38.3249,50.3451,0.4944,
S-MABGN050-TR07,CRE 12 Madero I,Pto. de Calidad Lomas del Real T.R.,14/05/17 09:00:00,95.96,0.7434,0.3096,1.053,2.7557,247.2884,4.0297,38.3197,50.3421,0.399,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,1/5/2017 9:00,95.5486,0.774,0.316,1.09,3.1051,219.465,0.0001,38.4279,50.3776,0.092,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,2/5/2017 9:00,95.5183,0.7871,0.3216,1.1087,3.0957,220.9766,0.0001,38.4344,50.3695,0.0186,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,3/5/2017 9:00,95.6786,0.8381,0.2829,1.121,2.9759,219.3805,0.0001,38.358,50.3108,0.0168,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,4/5/2017 9:00,95.6237,0.7799,0.3397,1.1196,2.9842,221.2896,0,38.3956,50.3445,0.0259,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,5/5/2017 9:00,95.5539,0.7868,0.3382,1.125,3.0247,222.4473,0.0001,38.4219,50.3548,0.0319,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,6/5/2017 9:00,95.6525,0.7782,0.3343,1.1125,2.9594,222.352,0,38.3947,50.3471,0.0248,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,7/5/2017 9:00,95.7219,0.7866,0.2985,1.0851,2.9271,221.6857,0,38.3893,50.3546,0.0253,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,8/5/2017 9:00,95.6674,0.7897,0.3003,1.09,2.9632,221.9987,0.0001,38.4071,50.3618,0.0171,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,9/5/2017 9:00,95.5968,0.8026,0.3207,1.1233,2.9946,223.1349,0.0001,38.4094,50.3446,0.0286,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,10/5/2017 9:00,95.5943,0.7852,0.3141,1.0993,3.0326,221.4992,0,38.4172,50.3644,0.0185,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,11/5/2017 9:00,95.768,0.7548,0.3267,1.0816,2.9094,219.624,0.0001,38.3624,50.3487,0.0183,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,12/5/2017 9:00,95.8564,0.7643,0.3248,1.0891,2.828,219.6748,0,38.3277,50.3232,0.0156,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,13/05/17 09:00:00,95.945,0.7538,0.3207,1.0745,2.7549,219.6881,0,38.3121,50.3234,0.0219,
S-MABGN160-TR03,CRE Iberdrola Altamira,Pto. de Calidad IBERDROLA T.R.,14/05/17 09:00:00,95.936,0.752,0.3228,1.0748,2.7802,219.0024,0,38.3078,50.3214,0.0208,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,1/5/2017 9:00,85.4015,0.0127,9.7455,9.7582,4.5079,245.8439,0,35.5799,45.1585,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,2/5/2017 9:00,85.9598,0.0299,9.7217,9.7515,4.0107,244.3634,0,35.4081,45.0464,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,3/5/2017 9:00,85.2343,0.0478,10.4284,10.4761,4.0156,239.2908,0,35.1285,44.5827,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,4/5/2017 9:00,85.2419,0.0176,10.4024,10.42,4.0608,242.1108,0,35.1659,44.6345,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,5/5/2017 9:00,84.8921,0.0217,10.6194,10.6411,4.1712,243.7732,0,35.1258,44.5235,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,6/5/2017 9:00,84.127,0.0196,11.4833,11.503,4.0107,244.4272,0,34.7949,43.9816,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,7/5/2017 9:00,84.6395,0.0455,11.1622,11.2077,3.8705,247.7865,0,34.8193,44.1032,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,8/5/2017 9:00,83.0506,0.0498,10.9574,11.0072,5.6263,245.3306,0,35.4151,44.5699,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,9/5/2017 9:00,84.2008,0.0076,10.594,10.6016,4.8956,243.3419,0,35.3525,44.6897,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,10/5/2017 9:00,84.8973,0.0235,10.5607,10.5842,4.2061,244.5076,0,35.1685,44.5725,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,11/5/2017 9:00,84.9268,0.0381,10.367,10.4051,4.3445,245.3352,0,35.2836,44.713,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,12/5/2017 9:00,84.9836,0.0257,10.4471,10.4728,4.2334,243.6822,0,35.2167,44.6461,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,13/05/17 09:00:00,84.1462,0.0248,11.4386,11.4634,4.0934,244.7773,0,34.7948,43.9954,0,
S-MIBGN030-TR12,CRE 33 Pecosa Baja,Pto. de Calidad Gas de Baja Mina T.R.,14/05/17 09:00:00,84.3232,0.0155,10.4526,10.4681,4.8604,240.8709,0,35.4224,44.7841,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,1/5/2017 9:00,85.4015,0.0127,9.7455,9.7582,4.5079,245.8439,0,35.5799,45.1585,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,2/5/2017 9:00,85.9598,0.0299,9.7217,9.7515,4.0107,244.3634,0,35.4081,45.0464,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,3/5/2017 9:00,85.2343,0.0478,10.4284,10.4761,4.0156,239.2908,0,35.1285,44.5827,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,4/5/2017 9:00,85.2419,0.0176,10.4024,10.42,4.0608,242.1108,0,35.1659,44.6345,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,5/5/2017 9:00,84.8921,0.0217,10.6194,10.6411,4.1712,243.7732,0,35.1258,44.5235,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,6/5/2017 9:00,84.127,0.0196,11.4833,11.503,4.0107,244.4272,0,34.7949,43.9816,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,7/5/2017 9:00,84.6395,0.0455,11.1622,11.2077,3.8705,247.7865,0,34.8193,44.1032,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,8/5/2017 9:00,83.0506,0.0498,10.9574,11.0072,5.6263,245.3306,0,35.4151,44.5699,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,9/5/2017 9:00,84.2008,0.0076,10.594,10.6016,4.8956,243.3419,0,35.3525,44.6897,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,10/5/2017 9:00,84.8973,0.0235,10.5607,10.5842,4.2061,244.5076,0,35.1685,44.5726,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,11/5/2017 9:00,84.9268,0.0381,10.367,10.4051,4.3445,245.3352,0,35.2836,44.713,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,12/5/2017 9:00,84.9836,0.0257,10.4471,10.4728,4.2334,243.6822,0,35.2167,44.6461,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,13/05/17 09:00:00,84.1462,0.0248,11.4386,11.4634,4.0934,244.7773,0,34.7948,43.9954,0,
S-MIBGN091-TR02,CRE 32 Pecosa Alta,Pto. de Calidad Pecosa Alta Presión T.R.,14/05/17 09:00:00,84.3232,0.0155,10.4526,10.4681,4.8604,240.8709,0,35.4224,44.7841,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,1/5/2017 5:00,89.424,0,6.645,6.645,3.733,,0,36.4248,46.9326,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,2/5/2017 5:00,89.6179,0.005,6.4951,6.5001,3.682,,0,36.4662,47.0172,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,3/5/2017 5:00,89.933,0.002,6.373,6.375,3.489,,0,36.4604,47.0663,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,4/5/2017 5:00,90.4401,0.05,5.7179,5.7679,3.589,,0,36.7179,47.468,0,
