Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,08/07/17 19:00:00,98.2576,0.2465,0.2488,0.4953,0.9310,234.3445,10.6664,38.1010,50.5962,1.7292,,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,08/07/17 20:00:00,98.2633,0.2456,0.2491,0.4947,0.9298,234.5034,10.3856,38.0975,50.5949,1.7857,,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,08/07/17 21:00:00,98.2693,0.2448,0.2496,0.4944,0.9280,235.5128,9.5603,38.0933,50.5927,1.8392,,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,08/07/17 22:00:00,98.2773,0.2438,0.2502,0.4941,0.9252,238.5041,8.6605,38.0881,50.5902,1.8808,,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,08/07/17 23:00:00,98.2791,0.2438,0.2502,0.4940,0.9250,233.4917,8.2790,38.0865,50.5894,1.8841,,
S-CMEGN021-TR02,CRE 48 El Veinte,Pto. de Calidad Campo Veinte T.R.,09/07/17 00:00:00,98.2786,0.2444,0.2503,0.4947,0.9253,232.0080,8.0465,38.0857,50.5884,1.8982,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 00:00:00,96.0311,0.0000,0.0653,0.0653,3.5787,201.8907,0.0889,38.9715,51.3511,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 01:00:00,96.0311,0.0000,0.0653,0.0653,3.5787,201.8907,0.0923,38.9715,51.3511,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 02:00:00,96.0311,0.0000,0.0653,0.0653,3.5787,201.8907,0.1129,38.9715,51.3285,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 03:00:00,96.0279,0.0000,0.0645,0.0645,3.5823,201.9037,0.0787,38.9730,51.3523,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 04:00:00,96.0090,0.0000,0.0598,0.0598,3.6045,201.9785,0.0923,38.9820,51.3596,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 05:00:00,95.9786,0.0000,0.0637,0.0637,3.6126,203.6083,0.1060,39.0006,51.3678,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 06:00:00,95.9702,0.0000,0.0658,0.0658,3.6217,202.2826,0.0752,38.9965,51.3647,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 07:00:00,95.9765,0.0000,0.0661,0.0661,3.6170,202.2318,0.1129,38.9936,51.3630,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 08:00:00,95.9823,0.0000,0.0642,0.0642,3.6133,202.2284,0.0855,38.9930,51.3635,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 09:00:00,95.9845,0.0000,0.0598,0.0598,3.6196,202.1212,0.0718,38.9922,51.3652,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 10:00:00,95.9628,0.0000,0.0597,0.0597,3.6338,202.2452,0.0684,39.0011,51.3702,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 11:00:00,95.9575,0.0000,0.0598,0.0598,3.6374,202.2731,0.0855,39.0031,51.3713,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 12:00:00,95.9770,0.0000,0.0598,0.0598,3.6251,202.1625,0.0274,38.9951,51.3668,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 13:00:00,95.9876,0.0000,0.0597,0.0597,3.6184,202.0979,0.0239,38.9907,51.3644,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 14:00:00,95.9876,0.0000,0.0597,0.0597,3.6184,202.0979,0.0137,38.9907,51.3644,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 15:00:00,95.9923,0.0000,0.0608,0.0608,3.6133,202.0793,0.0752,38.9885,51.3627,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 16:00:00,96.0055,0.0000,0.0627,0.0627,3.6011,202.0143,0.0376,38.9825,51.3585,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 17:00:00,96.0109,0.0000,0.0625,0.0625,3.5981,201.9806,0.0616,38.9802,51.3573,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 18:00:00,96.0129,0.0000,0.0622,0.0622,3.5977,201.9690,0.0581,38.9796,51.3571,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 19:00:00,96.0548,0.0000,0.0628,0.0628,3.5700,201.7451,0.0342,38.9621,51.3471,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 20:00:00,96.0763,0.0000,0.0637,0.0637,3.5549,201.6228,0.0513,38.9529,51.3417,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 21:00:00,96.0763,0.0000,0.0637,0.0637,3.5549,201.6228,0.0650,38.9529,51.3417,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 22:00:00,96.0772,0.0000,0.0639,0.0639,3.5543,201.6144,0.0684,38.9523,51.3412,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,01/07/17 23:00:00,96.0774,0.0000,0.0640,0.0640,3.5541,201.6123,0.0513,38.9521,51.3411,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 00:00:00,96.0622,0.0000,0.0636,0.0636,3.5642,201.6937,0.1129,38.9586,51.3448,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 01:00:00,96.0252,0.0000,0.0629,0.0629,3.5895,201.8922,0.0752,38.9739,51.3536,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 02:00:00,96.0165,0.0000,0.0628,0.0628,3.5955,201.9405,0.0718,38.9774,51.3556,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 03:00:00,95.9550,0.0000,0.0616,0.0616,3.6367,202.2820,0.0718,39.0031,51.3704,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 04:00:00,95.8407,0.0000,0.0595,0.0595,3.7130,202.9652,0.0752,39.0508,51.3977,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 05:00:00,95.8145,0.0000,0.0662,0.0662,3.7199,203.2845,0.0821,39.0604,51.3998,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 06:00:00,95.8166,0.0000,0.0648,0.0648,3.7214,203.2097,0.0889,39.0594,51.3999,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 07:00:00,95.8218,0.0000,0.0612,0.0612,3.7207,203.1579,0.0855,39.0590,51.4014,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 08:00:00,95.8305,0.0000,0.0593,0.0593,3.7196,203.0323,0.1060,39.0552,51.4003,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 09:00:00,95.8669,0.0000,0.0599,0.0599,3.6955,202.8215,0.0479,39.0400,51.3915,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 10:00:00,95.9367,0.0000,0.0611,0.0611,3.6490,202.3934,0.0376,39.0109,51.3749,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 11:00:00,95.9367,0.0000,0.0611,0.0611,3.6490,202.3934,0.0171,39.0109,51.3749,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 12:00:00,95.9367,0.0000,0.0611,0.0611,3.6490,202.3934,0.0171,39.0109,51.3749,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 13:00:00,95.9356,0.0000,0.0611,0.0611,3.6498,202.3990,0.0068,39.0113,51.3752,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 14:00:00,95.9387,0.0000,0.0609,0.0609,3.6480,202.3814,0.0205,39.0101,51.3746,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 15:00:00,95.9352,0.0000,0.0610,0.0610,3.6499,202.4021,0.0034,39.0115,51.3753,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 16:00:00,95.9352,0.0000,0.0610,0.0610,3.6499,202.4021,0.0034,39.0115,51.3753,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 17:00:00,95.9373,0.0000,0.0609,0.0609,3.6489,202.3869,0.0513,39.0106,51.3749,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 18:00:00,95.9377,0.0000,0.0612,0.0612,3.6483,202.3832,0.0889,39.0103,51.3745,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 19:00:00,95.9377,0.0000,0.0612,0.0612,3.6483,202.3832,0.1402,39.0103,51.3745,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 20:00:00,95.9377,0.0000,0.0612,0.0612,3.6483,202.3832,0.1300,39.0103,51.3745,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 21:00:00,95.9377,0.0000,0.0612,0.0612,3.6483,202.3832,0.1402,39.0103,51.3745,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 22:00:00,95.9377,0.0000,0.0612,0.0612,3.6483,202.3832,0.1402,39.0103,51.3745,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,02/07/17 23:00:00,95.9321,0.0000,0.0606,0.0606,3.6538,202.4070,0.0889,39.0126,51.3761,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 00:00:00,95.9296,0.0000,0.0603,0.0603,3.6562,202.4180,0.0821,39.0136,51.3768,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 01:00:00,95.9265,0.0000,0.0603,0.0603,3.6578,202.4395,0.0855,39.0150,51.3776,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 02:00:00,95.9244,0.0000,0.0603,0.0603,3.6589,202.4548,0.1129,39.0160,51.3781,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 03:00:00,95.9244,0.0000,0.0602,0.0602,3.6590,202.4554,0.0855,39.0161,51.3782,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 04:00:00,95.9242,0.0000,0.0597,0.0597,3.6594,202.4587,0.0581,39.0165,51.3787,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 05:00:00,95.9503,0.0000,0.0596,0.0596,3.6435,202.3079,0.0958,39.0057,51.3727,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 06:00:00,95.9776,0.0115,0.0645,0.0760,3.6103,202.1158,0.1026,38.9836,51.3499,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 07:00:00,96.0970,0.2281,0.1532,0.3814,3.2425,200.9285,0.0752,38.7300,51.0115,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 08:00:00,96.1454,0.3541,0.2042,0.5584,3.0480,224.4016,0.1026,38.5903,50.8195,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 09:00:00,96.1210,0.3049,0.1875,0.4924,3.1279,220.9659,0.0787,38.6441,50.8926,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 10:00:00,96.1106,0.2747,0.1766,0.4513,3.1740,220.6130,0.0616,38.6758,50.9370,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 11:00:00,96.0612,0.2885,0.1885,0.4770,3.1982,228.4892,0.0513,38.6729,50.9200,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 12:00:00,96.0644,0.2798,0.1883,0.4681,3.2040,228.0304,0.0239,38.6778,50.9291,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 13:00:00,96.1110,0.2899,0.1869,0.4768,3.1538,228.9307,0.0205,38.6571,50.9109,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 14:00:00,96.1503,0.2688,0.1719,0.4406,3.1489,230.0355,0.0205,38.6703,50.9404,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 15:00:00,96.1613,0.2739,0.1702,0.4441,3.1332,228.7922,0.0068,38.6654,50.9347,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 16:00:00,96.1465,0.2447,0.1502,0.3949,3.1889,224.5059,0.0000,38.7048,50.9870,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 17:00:00,96.1267,0.2063,0.1348,0.3411,3.2564,219.7247,0.3078,38.7476,51.0456,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 18:00:00,96.0880,0.1450,0.1129,0.2578,3.3683,205.0031,0.1077,38.8162,51.1382,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 19:00:00,96.0842,0.1765,0.1267,0.3032,3.3336,203.4486,0.0889,38.7849,51.0917,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 20:00:00,96.1085,0.2653,0.1620,0.4273,3.1999,228.5866,0.0992,38.6924,50.9599,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 21:00:00,96.1348,0.2723,0.1684,0.4408,3.1633,228.5452,0.0992,38.6749,50.9420,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 22:00:00,96.1387,0.2806,0.1715,0.4521,3.1485,229.0841,0.1334,38.6663,50.9298,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,03/07/17 23:00:00,96.1263,0.2991,0.1759,0.4750,3.1370,229.1861,0.1231,38.6553,50.9084,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 00:00:00,96.0834,0.3076,0.1791,0.4867,3.1684,229.5209,0.1060,38.6596,50.9033,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 01:00:00,96.1276,0.2809,0.1712,0.4521,3.1565,228.7392,0.0787,38.6704,50.9320,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 02:00:00,96.2414,0.2663,0.1695,0.4357,3.0677,228.8515,0.0923,38.6460,50.9296,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 03:00:00,96.2570,0.2644,0.1697,0.4341,3.0538,228.5686,0.0992,38.6427,50.9290,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 04:00:00,96.2541,0.2646,0.1705,0.4351,3.0554,228.0139,0.0923,38.6430,50.9286,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 05:00:00,96.2424,0.2548,0.1661,0.4209,3.0782,219.3947,0.0992,38.6564,50.9452,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 06:00:00,96.2471,0.2961,0.1832,0.4793,3.0200,220.8783,0.0958,38.6156,50.8848,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 07:00:00,96.2197,0.3536,0.2121,0.5657,2.9661,232.2516,0.0718,38.5655,50.8021,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 08:00:00,96.2008,0.3726,0.2184,0.5910,2.9645,233.6237,0.0684,38.5523,50.7783,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 09:00:00,96.1428,0.3701,0.2170,0.5871,3.0202,232.8287,0.0479,38.5735,50.7927,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 10:00:00,96.0843,0.3746,0.2170,0.5916,3.0693,232.6958,0.0239,38.5888,50.7981,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 11:00:00,96.0584,0.3748,0.2157,0.5905,3.0965,232.4714,0.0171,38.5967,50.8030,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 12:00:00,96.0355,0.3724,0.2133,0.5857,3.1236,232.3445,0.0205,38.6064,50.8113,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 13:00:00,96.0739,0.3604,0.2093,0.5697,3.1039,231.6677,0.0137,38.6051,50.8209,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 14:00:00,96.1456,0.3341,0.2077,0.5418,3.0612,228.8688,0.0034,38.6027,50.8391,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 15:00:00,96.1149,0.3307,0.2040,0.5347,3.0967,228.9405,0.0445,38.6169,50.8512,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 16:00:00,96.1011,0.3244,0.1958,0.5202,3.1216,230.1558,0.0342,38.6314,50.8677,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 17:00:00,96.1081,0.3181,0.1931,0.5111,3.1207,229.5588,0.1881,38.6363,50.8762,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 18:00:00,96.0805,0.3090,0.1866,0.4957,3.1610,229.9531,0.0445,38.6551,50.8963,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 19:00:00,96.0605,0.2969,0.1818,0.4786,3.1946,229.4560,0.0752,38.6733,50.9174,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 20:00:00,96.0730,0.2919,0.1798,0.4717,3.1875,229.1225,0.0581,38.6750,50.9228,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 21:00:00,96.0840,0.2914,0.1800,0.4714,3.1796,224.9354,0.0889,38.6708,50.9207,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 22:00:00,96.1044,0.2890,0.1807,0.4697,3.1621,229.3065,0.0992,38.6659,50.9193,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,04/07/17 23:00:00,96.0883,0.2896,0.1785,0.4681,3.1782,228.8727,0.1163,38.6719,50.9233,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 00:00:00,96.0580,0.2985,0.1845,0.4829,3.1858,228.7080,0.1265,38.6743,50.9155,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 01:00:00,96.0268,0.3087,0.1939,0.5026,3.1892,229.2585,0.0958,38.6744,50.9038,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 02:00:00,96.0608,0.3061,0.1849,0.4910,3.1785,229.6786,0.1334,38.6673,50.9059,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 03:00:00,96.0832,0.3021,0.1830,0.4851,3.1678,229.7287,0.1060,38.6619,50.9067,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 04:00:00,96.1017,0.3009,0.1802,0.4811,3.1539,229.4551,0.1026,38.6591,50.9073,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 05:00:00,96.1046,0.2951,0.1783,0.4734,3.1595,229.2407,0.0855,38.6629,50.9144,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 06:00:00,96.1162,0.3064,0.1823,0.4887,3.1353,230.1138,0.1231,38.6488,50.8965,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 07:00:00,96.1336,0.3496,0.1992,0.5488,3.0618,232.0882,0.1129,38.6034,50.8324,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 08:00:00,96.1161,0.3842,0.2159,0.6001,3.0258,233.4660,0.0547,38.5760,50.7845,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 09:00:00,96.1023,0.3767,0.2161,0.5929,3.0434,233.3485,0.0581,38.5857,50.7952,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 10:00:00,96.1183,0.3687,0.2135,0.5822,3.0403,232.5572,0.0239,38.5870,50.8029,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 11:00:00,96.0842,0.3732,0.2145,0.5878,3.0674,232.4360,0.0239,38.5934,50.8028,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 12:00:00,96.0333,0.3702,0.2117,0.5819,3.1209,232.4232,0.0137,38.6128,50.8172,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 13:00:00,96.0287,0.3617,0.2080,0.5697,3.1394,232.3301,0.0000,38.6216,50.8299,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 14:00:00,96.0194,0.3494,0.1986,0.5479,3.1667,231.6731,0.0205,38.6395,50.8532,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 15:00:00,96.0261,0.3339,0.1933,0.5272,3.1756,231.2052,0.2702,38.6531,50.8742,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 16:00:00,96.0463,0.3220,0.1912,0.5131,3.1656,231.3143,0.9166,38.6577,50.8863,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 17:00:00,96.0639,0.3187,0.1888,0.5075,3.1592,231.6133,2.0384,38.6544,50.8879,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 18:00:00,96.0861,0.3126,0.1850,0.4976,3.1467,231.1328,1.9564,38.6545,50.8941,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 19:00:00,96.0781,0.3078,0.1812,0.4890,3.1634,231.2315,4.2616,38.6623,50.9036,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 20:00:00,96.0978,0.3012,0.1754,0.4766,3.1579,229.5876,2.6951,38.6640,50.9120,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 21:00:00,96.1000,0.3023,0.1764,0.4787,3.1558,229.0244,0.0821,38.6610,50.9091,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 22:00:00,96.1254,0.3210,0.1825,0.5035,3.1104,229.9210,0.8311,38.6358,50.8788,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,05/07/17 23:00:00,96.0834,0.3354,0.1854,0.5207,3.1364,230.0505,0.3352,38.6361,50.8674,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,06/07/17 00:00:00,96.1346,0.3339,0.1831,0.5170,3.0889,230.4931,0.1163,38.6244,50.8629,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,06/07/17 01:00:00,96.1052,0.3149,0.1796,0.4946,3.1226,228.7392,0.1642,38.6577,50.8966,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,06/07/17 02:00:00,96.0751,0.2942,0.1747,0.4689,3.1814,227.6151,0.7559,38.6783,50.9254,0,,
S-GUBGN030-TR01,CRE 23 Guadalajara,Pto. de Calidad El Castillo T.R.,06/07/17 03:00:00,96.0759,0.3017,0.1732,0.4750,3.1713,227.5899,1.0055,38.6762,50.9195,0,,
