Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,Azufre Total
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,10/5/2017 17:00,98.5164,0.1227,0.2785,0.4012,0.6511,271.1403,0.2021,38.1532,50.7071,3.7552,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,10/5/2017 18:00,98.5129,0.1228,0.2787,0.4015,0.6521,272.8847,0.2019,38.1575,50.7129,3.6058,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,10/5/2017 19:00,98.5223,0.1227,0.2776,0.4003,0.6489,271.6261,0.2037,38.1512,50.7045,3.3097,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,10/5/2017 20:00,98.5243,0.1226,0.2773,0.3998,0.6476,271.3708,0.2062,38.1507,50.7038,3.2024,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,10/5/2017 21:00,98.5239,0.1225,0.2759,0.3984,0.6492,269.9418,0.2061,38.1495,50.7022,3.0471,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,10/5/2017 22:00,98.5297,0.1223,0.2757,0.398,0.6471,269.2596,0.2034,38.146,50.6976,2.9669,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,10/5/2017 23:00,98.5254,0.1224,0.276,0.3984,0.6491,268.2911,0.1981,38.1475,50.6995,2.9127,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 0:00,98.5261,0.1224,0.2754,0.3978,0.6497,268.867,0.1998,38.1471,50.6991,2.8996,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 1:00,98.5289,0.1223,0.2736,0.396,0.6495,267.7782,0.1959,38.1465,50.6983,2.8082,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 2:00,98.5329,0.1222,0.2727,0.3949,0.648,266.6723,0.1923,38.1443,50.6953,2.6748,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 3:00,98.5363,0.1223,0.2724,0.3947,0.6471,263.2333,0.183,38.1398,50.6893,2.6021,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 4:00,98.5405,0.1222,0.2716,0.3938,0.6446,263.5563,0.183,38.1394,50.6888,2.5721,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 5:00,98.5424,0.1222,0.2708,0.3931,0.6451,263.302,0.187,38.1379,50.6824,2.4817,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 6:00,98.5439,0.1221,0.2707,0.3928,0.6439,265.4185,0.1771,38.1382,50.6827,2.4492,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 7:00,98.5452,0.1223,0.2703,0.3926,0.645,259.0514,0.1712,38.1348,50.6781,2.4361,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 8:00,98.5363,0.1224,0.272,0.3944,0.6484,263.5726,0.1723,38.1399,50.6849,2.5361,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 9:00,98.534,0.1225,0.2721,0.3946,0.6496,261.9852,0.1728,38.1408,50.6862,2.6942,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 10:00,98.5347,0.1225,0.2717,0.3942,0.6491,263.3977,0.1758,38.1418,50.6874,2.8462,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 11:00,98.5372,0.1223,0.2713,0.3936,0.6478,263.8781,0.1781,38.1411,50.6866,2.8882,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 12:00,98.533,0.1224,0.2722,0.3946,0.6483,267.7201,0.1826,38.1454,50.6922,3.3559,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 13:00,98.5369,0.1222,0.2722,0.3944,0.6439,267.5407,0.1913,38.1467,50.694,3.362,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 14:00,98.5428,0.1221,0.2737,0.3959,0.6402,269.28,0.1894,38.1419,50.6876,3.1961,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 15:00,98.5356,0.1223,0.2746,0.397,0.6452,268.6807,0.1961,38.143,50.689,3.1615,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 16:00,98.5236,0.1227,0.2754,0.3981,0.6504,270.1147,0.1959,38.1503,50.6987,3.3568,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 17:00,98.5256,0.1226,0.2753,0.398,0.6484,270.2507,0.2128,38.1503,50.6987,3.4273,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 18:00,98.5596,0.1214,0.2696,0.391,0.6293,271.1896,0.2341,38.1422,50.6879,3.2125,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 19:00,98.5342,0.1224,0.2759,0.3983,0.6449,268.7347,0.2298,38.1424,50.6883,3.073,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 20:00,98.513,0.1231,0.2785,0.4016,0.6529,271.7498,0.233,38.1558,50.706,3.2869,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 21:00,98.5147,0.123,0.2773,0.4002,0.6539,271.4086,0.242,38.155,50.705,3.3025,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 22:00,98.5267,0.1226,0.2744,0.3969,0.6483,271.8776,0.2429,38.1526,50.7018,3.1958,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,11/5/2017 23:00,98.5402,0.1222,0.272,0.3942,0.6431,269.2595,0.2434,38.1439,50.6903,2.9323,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 0:00,98.5276,0.1228,0.2751,0.3979,0.6488,268.8526,0.2439,38.1467,50.694,3.0042,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 1:00,98.5171,0.1229,0.2751,0.398,0.6551,268.8374,0.2428,38.1524,50.7015,3.1282,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 2:00,98.5223,0.1227,0.2747,0.3974,0.6526,268.357,0.237,38.1496,50.6978,3.0458,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 3:00,98.5247,0.1227,0.2744,0.397,0.6516,267.8377,0.2319,38.148,50.6957,3.0221,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 4:00,98.5355,0.1224,0.2737,0.3961,0.6459,269.07,0.2227,38.1444,50.691,2.9354,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 5:00,98.5353,0.1224,0.273,0.3954,0.6453,270.6429,0.2205,38.1474,50.6958,2.9572,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 6:00,98.5303,0.1225,0.2726,0.3951,0.6484,270.1492,0.2212,38.1496,50.6988,2.8922,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 7:00,98.5319,0.1226,0.2719,0.3946,0.6489,268.4325,0.2096,38.1466,50.6948,2.8892,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 8:00,98.5275,0.1227,0.2726,0.3953,0.6503,268.3698,0.2094,38.1486,50.6975,3.13,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 9:00,98.5258,0.1226,0.2722,0.3948,0.6514,270.7303,0.2121,38.1526,50.7028,3.3526,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 10:00,98.5309,0.1225,0.2731,0.3956,0.6473,269.8539,0.215,38.1491,50.6981,3.6804,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 11:00,98.5376,0.1223,0.2733,0.3956,0.6407,272.2004,0.2155,38.1504,50.6999,3.9256,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 12:00,98.5404,0.122,0.273,0.395,0.639,273.0811,0.2266,38.1504,50.6999,3.9544,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 13:00,98.5451,0.1218,0.2733,0.3951,0.6353,273.3554,0.2374,38.1486,50.6975,4.0195,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 14:00,98.5546,0.1216,0.2731,0.3947,0.6304,271.4681,0.2508,38.141,50.6874,3.83,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 15:00,98.5529,0.1217,0.2791,0.4008,0.6265,273.0463,0.2482,38.1408,50.6871,4.1263,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 16:00,98.5633,0.1213,0.2792,0.4005,0.6199,275.0135,0.2534,38.1392,50.6851,4.023,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 17:00,98.567,0.1214,0.2784,0.3998,0.6209,272.7722,0.2542,38.133,50.6768,3.6358,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 18:00,98.5696,0.1214,0.2773,0.3987,0.6208,270.7642,0.2643,38.1299,50.6726,3.3323,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 19:00,98.5824,0.121,0.279,0.4,0.612,272.0805,0.2609,38.1248,50.6659,3.293,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 20:00,98.598,0.1204,0.2764,0.3968,0.6064,269.9245,0.265,38.1164,50.6547,3.2043,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 21:00,98.592,0.1208,0.2764,0.3972,0.6103,270.3623,0.2538,38.1189,50.6581,3.0684,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 22:00,98.5681,0.1216,0.2762,0.3978,0.6239,270.8493,0.2535,38.1309,50.674,3.064,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,12/5/2017 23:00,98.5677,0.1215,0.2747,0.3962,0.6264,268.5018,0.2483,38.1292,50.6717,2.8953,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 00:00:00,98.5602,0.1216,0.2758,0.3975,0.6293,269.5173,0.2425,38.132,50.6754,2.8502,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 01:00:00,98.5702,0.1215,0.2757,0.3972,0.6254,267.9784,0.2332,38.1249,50.666,2.6617,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 02:00:00,98.5693,0.1217,0.2757,0.3974,0.627,266.305,0.2239,38.1227,50.6631,2.241,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 03:00:00,98.58,0.1213,0.2712,0.3925,0.6249,261.928,0.2169,38.118,50.6568,1.9871,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 04:00:00,98.5749,0.1218,0.2718,0.3936,0.6283,262.3878,0.2161,38.1195,50.6589,1.9607,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 05:00:00,98.575,0.1217,0.271,0.3927,0.6273,261.4269,0.2116,38.1208,50.6673,1.9584,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 06:00:00,98.5791,0.1214,0.2697,0.3911,0.6235,263.9275,0.2149,38.1229,50.6703,1.9918,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 07:00:00,98.5759,0.1215,0.27,0.3914,0.6275,259.4705,0.2123,38.1214,50.6684,2.0783,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 08:00:00,98.57,0.1218,0.2714,0.3932,0.6315,259.0355,0.2088,38.1214,50.6683,2.2357,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 09:00:00,98.571,0.1218,0.2711,0.3929,0.6302,266.1218,0.2101,38.1254,50.6737,2.4395,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 10:00:00,98.5686,0.1217,0.2707,0.3924,0.6307,266.7579,0.2073,38.1283,50.6775,2.7426,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 11:00:00,98.5685,0.1217,0.2709,0.3926,0.6289,267.1988,0.2134,38.1297,50.6793,2.9634,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 12:00:00,98.5667,0.1216,0.271,0.3926,0.63,267.0666,0.2244,38.1313,50.6815,3.18,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 13:00:00,98.5843,0.121,0.2722,0.3932,0.6175,268.2499,0.2304,38.1249,50.673,3.33,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 14:00:00,98.5689,0.1214,0.2725,0.3939,0.6255,270.5911,0.2371,38.1331,50.6839,3.5146,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 15:00:00,98.557,0.1218,0.2761,0.3979,0.6296,272.2921,0.2426,38.1389,50.6917,3.9081,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 16:00:00,98.5567,0.1217,0.2755,0.3972,0.6281,273.5855,0.2492,38.1422,50.696,3.983,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 17:00:00,98.5495,0.1216,0.2753,0.3969,0.6331,274.3958,0.2614,38.1462,50.7013,3.9417,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 18:00:00,98.5484,0.1216,0.2753,0.3969,0.6337,274.2824,0.2737,38.1466,50.7018,3.9847,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 19:00:00,98.5145,0.1228,0.2786,0.4014,0.651,274.9867,0.2783,38.1599,50.7195,3.9139,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 20:00:00,98.5066,0.1229,0.2792,0.402,0.6538,275.082,0.2828,38.1639,50.7248,3.6818,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 21:00:00,98.5111,0.1229,0.2789,0.4018,0.6541,272.2221,0.2704,38.1565,50.7149,3.2553,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 22:00:00,98.5161,0.1227,0.2773,0.4,0.6527,270.2104,0.2706,38.1536,50.7111,3.0439,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,13/05/17 23:00:00,98.5315,0.1223,0.274,0.3963,0.6465,269.674,0.2686,38.1476,50.7032,2.8472,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 00:00:00,98.5309,0.1225,0.2741,0.3966,0.6486,267.8528,0.2675,38.145,50.6997,2.8077,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 01:00:00,98.5306,0.1226,0.2742,0.3968,0.6475,268.2814,0.256,38.1464,50.7015,2.8203,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 02:00:00,98.5254,0.1226,0.2739,0.3965,0.6501,270.4799,0.2532,38.1506,50.7072,2.6967,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 03:00:00,98.5262,0.1227,0.2733,0.396,0.6509,269.1356,0.2476,38.1489,50.7049,2.6134,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 04:00:00,98.5202,0.1228,0.2742,0.397,0.6542,267.0325,0.2402,38.1496,50.7059,2.6375,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 05:00:00,98.5337,0.1226,0.2731,0.3956,0.6483,267.7703,0.2287,38.1434,50.695,2.6538,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 06:00:00,98.5289,0.1227,0.2743,0.397,0.6502,266.8585,0.2206,38.1442,50.6959,2.6761,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 07:00:00,98.5375,0.1225,0.2731,0.3956,0.6452,266.9727,0.2241,38.1423,50.6934,2.6924,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 08:00:00,98.5412,0.1225,0.2717,0.3942,0.6444,266.9633,0.2239,38.1407,50.6913,2.793,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 09:00:00,98.541,0.1224,0.2713,0.3937,0.6439,266.2002,0.2284,38.1416,50.6926,2.8226,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 10:00:00,98.5347,0.1226,0.2723,0.3949,0.648,267.9598,0.2208,38.1442,50.696,2.9742,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 11:00:00,98.5374,0.1224,0.2712,0.3935,0.6457,269.4559,0.2299,38.1465,50.699,3.1653,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 12:00:00,98.571,0.1211,0.2662,0.3874,0.6291,264.8495,0.2407,38.1303,50.6775,2.8499,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 13:00:00,98.5624,0.1216,0.2691,0.3907,0.6343,260.9382,0.2496,38.1284,50.6749,2.6819,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 14:00:00,98.5563,0.1218,0.2704,0.3921,0.6372,258.676,0.2599,38.1291,50.6759,2.74,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 15:00:00,98.5607,0.1216,0.2707,0.3923,0.6333,261.6827,0.2656,38.1287,50.6753,2.7683,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 16:00:00,98.5496,0.1219,0.2731,0.395,0.6359,266.3119,0.2771,38.136,50.6851,3.0628,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 17:00:00,98.5352,0.1222,0.2755,0.3977,0.642,268.9003,0.2825,38.1445,50.6964,3.274,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 18:00:00,98.5359,0.1221,0.2758,0.3979,0.641,268.6792,0.2869,38.1439,50.6956,3.0997,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 19:00:00,98.5115,0.1229,0.2766,0.3994,0.6562,265.8565,0.2817,38.1518,50.7061,3.0084,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 20:00:00,98.5115,0.123,0.2758,0.3989,0.6558,267.2214,0.2849,38.154,50.7091,3.0404,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 21:00:00,98.5114,0.1231,0.2756,0.3987,0.6555,269.5259,0.2866,38.1558,50.7113,3.0227,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 22:00:00,98.5113,0.1229,0.2756,0.3986,0.6557,267.4712,0.2736,38.1549,50.7102,2.947,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,14/05/17 23:00:00,98.5158,0.1229,0.275,0.3979,0.6539,267.8925,0.2658,38.1531,50.7078,2.9187,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 00:00:00,98.5164,0.1228,0.2753,0.3982,0.6547,267.079,0.2676,38.1507,50.7047,2.8421,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 01:00:00,98.5203,0.1228,0.2754,0.3983,0.6538,265.3415,0.2624,38.1466,50.6991,2.8447,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 02:00:00,98.5228,0.1227,0.2739,0.3965,0.6533,267.8389,0.2597,38.1481,50.7012,2.8005,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 03:00:00,98.5311,0.1225,0.2736,0.3961,0.6486,266.8388,0.2618,38.1432,50.6947,2.6988,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 04:00:00,98.5285,0.1226,0.2735,0.3961,0.6507,262.8299,0.2534,38.1429,50.6943,2.6852,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 05:00:00,98.5325,0.1226,0.2732,0.3958,0.648,264.7432,0.2508,38.1419,50.6902,2.6163,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 06:00:00,98.54,0.1225,0.2729,0.3955,0.6448,262.6376,0.2369,38.1369,50.6835,2.5592,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 07:00:00,98.5388,0.1226,0.2727,0.3952,0.6453,265.3413,0.2352,38.1397,50.6871,2.6389,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 08:00:00,98.5421,0.1226,0.2723,0.3949,0.6434,262.099,0.2319,38.1372,50.6838,2.7882,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 09:00:00,98.5664,0.1216,0.2672,0.3888,0.6287,265.7095,0.231,38.1353,50.6812,2.8353,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 10:00:00,98.5806,0.121,0.2643,0.3853,0.6213,270.696,0.2282,38.1351,50.681,2.7557,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 11:00:00,98.5287,0.1229,0.2742,0.3971,0.6505,264.3719,0.2363,38.1433,50.6919,3.2229,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 12:00:00,98.5303,0.1227,0.2731,0.3958,0.6464,269.4931,0.2436,38.1493,50.6998,3.5684,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 13:00:00,98.5519,0.1217,0.2695,0.3912,0.6349,270.2961,0.2592,38.1438,50.6925,3.4167,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 14:00:00,98.5553,0.1216,0.2697,0.3913,0.6336,266.2657,0.2718,38.1375,50.6842,3.3044,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 15:00:00,98.55,0.1219,0.273,0.3948,0.6351,264.9022,0.2742,38.1366,50.683,3.3515,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 16:00:00,98.5322,0.1221,0.2734,0.3955,0.6441,268.7996,0.2847,38.1472,50.6971,3.3829,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 17:00:00,98.5342,0.122,0.2742,0.3963,0.6421,266.6981,0.2927,38.1443,50.6932,3.2656,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 18:00:00,98.5349,0.1222,0.2756,0.3978,0.6415,266.4659,0.2986,38.1415,50.6895,3.0427,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 19:00:00,98.5314,0.1225,0.2777,0.4001,0.6439,263.2899,0.292,38.1399,50.6874,2.9176,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 20:00:00,98.5088,0.123,0.2779,0.4009,0.6566,268.4586,0.2937,38.1533,50.7052,2.9758,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 21:00:00,98.5015,0.1231,0.277,0.4002,0.6597,270.0262,0.2968,38.1602,50.7143,3.0782,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 22:00:00,98.5052,0.1231,0.2766,0.3997,0.6587,269.1673,0.2884,38.1575,50.7108,3.0473,
S-CMBGN041-TR10,CRE 58 Cauchy,Pto. de Calidad Campo Cauchy T.R.,15/05/17 23:00:00,98.5033,0.1231,0.2771,0.4001,0.6595,270.0692,0.2879,38.1591,50.7129,3.0016,
